Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Happiness,0.04508,0.50154,0.99566,0.24412
Happiness,0.16232,0.5799,0.90796,0.38753
Happiness,0.06267,0.45099,0.88602,0.12247
Happiness,0.09064,0.50578,0.97527,0.15335
Happiness,0.09378,0.42353,0.96156,0.29604
Happiness,0.02474,0.45928,0.93579,0.72819
Happiness,0.01196,0.49977,0.95531,0.95065
Happiness,0.1331,0.50498,0.94721,0.58863
Happiness,0.00391,0.52574,0.9519,0.46993
Happiness,0.01442,0.52866,0.89566,0.95302
Happiness,0.00729,0.49095,0.85655,0.59975
Happiness,0.0133,0.53407,0.9584,0.0137
Happiness,0.00464,0.52038,0.82403,0.30918
Happiness,0.09686,0.48157,0.91994,0.87946
Happiness,0.0003,0.48389,0.95113,0.47727
Happiness,0.26093,0.42736,0.98839,0.97329
Happiness,0.02947,0.51974,0.83829,0.2032
Happiness,0.00703,0.42021,0.90465,0.22982
Happiness,0.08234,0.56506,0.92718,0.96062
Happiness,0.01437,0.5226,0.95878,0.0854
Happiness,0.06663,0.51654,0.87654,0.76648
Happiness,0.12204,0.52691,0.94825,0.45226
Happiness,0.05178,0.45143,0.93678,0.65657
Happiness,0.01712,0.5006,0.97805,0.21086
Happiness,0.14018,0.51787,0.96456,0.39402
Happiness,0.1523,0.52661,0.9641,0.04315
Happiness,0.01841,0.45344,0.97085,0.99304
Happiness,0.07044,0.57025,0.97211,0.02629
Happiness,0.16216,0.50264,0.92993,0.92565
Happiness,0.05163,0.47772,0.94593,0.08478
Happiness,0.00191,0.48147,0.84242,0.17913
Happiness,0.05281,0.55526,0.89342,0.86549
Happiness,0.09926,0.41747,0.85103,0.54789
Happiness,0.05733,0.46555,0.9438,0.29907
Happiness,0.04828,0.48639,0.81979,0.59469
Happiness,0.04634,0.47755,0.8858,0.38718
Happiness,0.14076,0.44954,0.95812,0.20221
Happiness,0.18181,0.49515,0.95754,0.525
Happiness,0.1103,0.54188,0.98759,0.75421
Happiness,0.11897,0.58548,0.9912,0.45913
Happiness,0.07094,0.49482,0.97479,0.06367
Happiness,0.16197,0.498,0.92938,0.79363
Happiness,0.11205,0.47916,0.9796,0.37483
Happiness,0.03571,0.52455,0.97672,0.59844
Happiness,0.23074,0.55374,0.91679,0.91856
Happiness,0.07498,0.48939,0.9662,0.85792
Happiness,0.06546,0.58644,0.96824,0.83325
Happiness,0.00194,0.44129,0.92804,0.87772
Happiness,0.14182,0.50336,0.88169,0.36398
Happiness,0.14598,0.55999,0.96547,0.83074
Happiness,0.0245,0.43561,0.92756,0.70076
Happiness,0.17724,0.52891,0.9281,0.52799
Happiness,0.1399,0.45123,0.88817,0.98009
Happiness,0.06239,0.52833,0.87768,0.44751
Happiness,0.08851,0.49588,0.98304,0.85358
Happiness,0.06292,0.4715,0.96773,0.13738
Happiness,0.01201,0.47369,0.89899,0.03742
Happiness,0.05402,0.54841,0.89915,0.97782
Happiness,0.09374,0.53114,0.96941,0.46127
Happiness,0.10829,0.46225,0.96664,0.14713
Happiness,0.00236,0.51046,0.929,0.137
Happiness,0.00844,0.57132,0.9344,0.84657
Happiness,0.0188,0.554,0.97095,0.17359
Happiness,0.07863,0.52868,0.88144,0.2386
Happiness,0.08354,0.48066,0.86555,0.77289
Happiness,0.04093,0.54775,0.90953,0.67682
Joy,0.97541,0.93935,0.98259,0.88869
Joy,0.88729,0.83999,0.96318,0.9236
Joy,0.97607,0.94964,0.9331,0.5018
Joy,0.94729,0.83772,0.94183,0.9076
Joy,0.90724,0.98278,0.95246,0.49123
Joy,0.94563,0.98512,0.96932,0.02186
Joy,0.86673,0.77381,0.99544,0.27003
Joy,0.90032,0.94207,0.99865,0.30265
Joy,0.96072,0.94535,0.96628,0.67574
Joy,0.8104,0.98344,0.9868,0.42513
Joy,0.90638,0.86505,0.97862,0.64348
Joy,0.85563,0.89876,0.94132,0.55462
Joy,0.99894,0.89445,0.95757,0.98937
Joy,0.89593,0.85636,0.91679,0.91189
Joy,0.92324,0.93501,0.99683,0.93122
Joy,0.83742,0.85013,0.99786,0.94784
Joy,0.90977,0.84328,0.99094,0.58786
Joy,0.99772,0.96462,0.9922,0.0875
Joy,0.9613,0.83712,0.99098,0.94918
Joy,0.96456,0.97852,0.9822,0.56552
Joy,0.94515,0.96406,0.98587,0.62712
Joy,0.94677,0.88156,0.94731,0.04262
Joy,0.8868,0.82201,0.99095,0.74238
Joy,0.92478,0.87731,0.96657,0.8336
Joy,0.91143,0.99369,0.95803,0.63015
Joy,0.99221,0.81583,0.97633,0.4392
Joy,0.98348,0.99665,0.90312,0.95934
Joy,0.95708,0.94305,0.95718,0.75832
Joy,0.8824,0.9836,0.96042,0.41633
Joy,0.87114,0.79396,0.96132,0.7533
Joy,0.92938,0.95643,0.97974,0.36953
Joy,0.85773,0.71205,0.95209,0.29178
Joy,0.86126,0.94266,0.98336,0.14492
Joy,0.90197,0.92045,0.97503,0.9067
Joy,0.77216,0.95297,0.96582,0.97659
Joy,0.98497,0.9129,0.9567,0.31245
Joy,0.92592,0.96506,0.97135,0.61325
Joy,0.83418,0.94682,0.9893,0.97835
Joy,0.92421,0.97034,0.97851,0.15048
Joy,0.94917,0.95452,0.99155,0.58407
Joy,0.99401,0.87858,0.98439,0.18822
Joy,0.96177,0.8963,0.99908,0.34754
Joy,0.95962,0.88039,0.99146,0.18038
Joy,0.98019,0.95334,0.99402,0.84937
Joy,0.85008,0.87252,0.96107,0.26713
Joy,0.95709,0.9881,0.98917,0.68332
Joy,0.97919,0.96826,0.96029,0.32666
Joy,0.81987,0.97662,0.99924,0.03976
Joy,0.87456,0.99097,0.93943,0.49535
Joy,0.88637,0.90405,0.94055,0.11319
Joy,0.93251,0.91483,0.90688,0.11544
Joy,0.98094,0.87525,0.95299,0.13547
Joy,0.91243,0.9551,0.97934,0.11504
Joy,0.90817,0.94099,0.98702,0.17952
Joy,0.84976,0.89496,0.97745,0.21609
Joy,0.99546,0.8817,0.94621,0.36939
Joy,0.87455,0.96909,0.958,0.63205
Joy,0.80956,0.93195,0.98789,0.41984
Joy,0.88392,0.89838,0.93215,0.63378
Joy,0.94119,0.98308,0.97994,0.51764
Joy,0.93539,0.96927,0.91013,0.209
Joy,0.87277,0.85879,0.93376,0.91166
Joy,0.96661,0.99976,0.91415,0.78592
Joy,0.96156,0.98799,0.96585,0.54184
Joy,0.93418,0.90629,0.92786,0.64998
Joy,0.98652,0.84948,0.98159,0.42389
Joy,0.95875,0.95118,0.91637,0.44379
Joy,0.89551,0.95003,0.93246,0.88016
Joy,0.79779,0.98229,0.95051,0.83256
Joy,0.94977,0.9771,0.96855,0.95362
Joy,0.91327,0.94477,0.94232,0.9578
Joy,0.97152,0.89426,0.94224,0.81294
Joy,0.95175,0.94825,0.99266,0.34587
Joy,0.91371,0.64578,0.99899,0.83207
Joy,0.93184,0.97704,0.89743,0.16301
Joy,0.99301,0.96374,0.94876,0.8241
Joy,0.83776,0.8786,0.99938,0.90737
Joy,0.93605,0.9705,0.97963,0.39735
Joy,0.8267,0.96827,0.97968,0.37556
Joy,0.91673,0.79763,0.93725,0.59909
Joy,0.98181,0.95063,0.99175,0.60168
Joy,0.92172,0.97033,0.98009,0.16242
Joy,0.91625,0.98536,0.99469,0.72181
Joy,0.95613,0.9598,0.97693,0.28819
Joy,0.96453,0.8429,0.98894,0.15611
Joy,0.92288,0.99671,0.95145,0.07146
Joy,0.93636,0.91944,0.96736,0.21122
Joy,0.95568,0.80222,0.94272,0.02592
Joy,0.83182,0.87278,0.96664,0.00676
Joy,0.96914,0.91479,0.91808,0.05768
Joy,0.96217,0.9567,0.99803,0.99503
Joy,0.96019,0.93754,0.99337,0.20137
Joy,0.95003,0.94726,0.97915,0.3451
Joy,0.86747,0.84521,0.99577,0.65903
Joy,0.93392,0.96878,0.97734,0.84825
Joy,0.86542,0.93899,0.89799,0.06502
Joy,0.89067,0.9656,0.95139,0.89571
Joy,0.93516,0.91691,0.87582,0.62408
Joy,0.96857,0.97385,0.98267,0.05318
Joy,0.95181,0.98348,0.98883,0.57517
Joy,0.88047,0.9321,0.97282,0.96532
Joy,0.94978,0.97961,0.90404,0.41675
Joy,0.98843,0.96496,0.96351,0.11514
Joy,0.95498,0.78757,0.9558,0.72033
Joy,0.87217,0.88974,0.99474,0.38639
Joy,0.99751,0.9432,0.98663,0.044
Joy,0.85387,0.97701,0.95895,0.22951
Joy,0.88612,0.9555,0.9033,0.52615
Joy,0.97197,0.98915,0.91898,0.42062
Joy,0.83183,0.9832,0.95638,0.89613
Joy,0.91973,0.88138,0.98371,0.92112
Joy,0.86238,0.9524,0.86831,0.55283
Joy,0.96005,0.8877,0.94939,0.23093
Joy,0.92957,0.97237,0.9578,0.36376
Joy,0.9633,0.97245,0.9583,0.28854
Joy,0.97811,0.81048,0.96523,0.42204
Joy,0.94561,0.85116,0.94405,0.61893
Joy,0.8983,0.99744,0.93488,0.76754
Joy,0.88364,0.96826,0.9238,0.32479
Joy,0.79454,0.89657,0.98927,0.5187
Joy,0.9636,0.91601,0.99627,0.33913
Joy,0.87589,0.91345,0.99782,0.2951
Joy,0.97964,0.91923,0.98164,0.23299
Joy,0.90673,0.97465,0.9371,0.11567
Joy,0.8633,0.94736,0.91627,0.70388
Joy,0.87641,0.97191,0.97979,0.76548
Joy,0.87169,0.99968,0.99217,0.96011
Joy,0.73051,0.83237,0.99075,0.19699
Joy,0.99123,0.84705,0.94248,0.82184
Joy,0.8771,0.98178,0.92578,0.9488
Joy,0.83567,0.92369,0.94421,0.70428
Joy,0.87514,0.9814,0.99716,0.71053
Joy,0.90087,0.97193,0.93438,0.02921
Joy,0.95309,0.86421,0.97349,0.60503
Joy,0.97614,0.97312,0.91611,0.37502
Joy,0.94407,0.67215,0.99426,0.31561
Joy,0.98166,0.94268,0.97932,0.50139
Joy,0.96266,0.77054,0.97567,0.02531
Joy,0.96774,0.93835,0.98635,0.93875
Joy,0.96629,0.95649,0.96395,0.4028
Joy,0.94189,0.74549,0.96109,0.90829
Joy,0.99682,0.93476,0.99318,0.35331
Joy,0.8467,0.99262,0.96314,0.50987
Joy,0.9166,0.79252,0.96061,0.09392
Joy,0.94063,0.78687,0.99083,0.41084
Joy,0.82917,0.937,0.99118,0.01332
Joy,0.97099,0.93124,0.96603,0.04768
Joy,0.89882,0.9618,0.96354,0.40196
Joy,0.937,0.93849,0.93488,0.61249
Joy,0.86848,0.97502,0.92553,0.05651
Joy,0.85094,0.92206,0.94588,0.3827
Joy,0.93056,0.96611,0.95147,0.19525
Joy,0.91296,0.9045,0.92578,0.46504
Joy,0.9651,0.97995,0.96227,0.47166
Joy,0.87153,0.98356,0.95027,0.70536
Joy,0.91339,0.94505,0.97914,0.91453
Joy,0.85449,0.82047,0.98185,0.80283
Joy,0.91668,0.96171,0.97731,0.12267
Joy,0.99681,0.93451,0.92963,0.36124
Joy,0.8101,0.87724,0.96515,0.72202
Joy,0.8652,0.96397,0.95617,0.62542
Joy,0.97177,0.93256,0.97695,0.12292
Joy,0.99264,0.91713,0.96696,0.95275
Joy,0.99191,0.89417,0.92822,0.19114
Joy,0.9378,0.95229,0.99134,0.70749
Joy,0.94628,0.89512,0.93356,0.53974
Joy,0.98488,0.8694,0.99013,0.96773
Joy,0.93869,0.99296,0.93429,0.07077
Joy,0.96596,0.98851,0.96583,0.683
Joy,0.91429,0.89638,0.9971,0.22051
Joy,0.96885,0.96959,0.95018,0.56102
Joy,0.95604,0.88662,0.99074,0.67885
Joy,0.99708,0.84623,0.95089,0.68315
Joy,0.90299,0.9738,0.99961,0.39063
Joy,0.97826,0.92308,0.94639,0.44933
Joy,0.92011,0.93779,0.95389,0.44156
Joy,0.89419,0.98524,0.99143,0.5128
Joy,0.95847,0.96096,0.97634,0.91201
Joy,0.98652,0.91297,0.89972,0.25078
Joy,0.98712,0.87433,0.9583,0.51614
Joy,0.96387,0.79605,0.98371,0.7127
Joy,0.95675,0.76807,0.99886,0.52481
Joy,0.86718,0.97466,0.95159,0.59869
Joy,0.94011,0.84033,0.96493,0.04101
Joy,0.85738,0.97789,0.95856,0.49082
Joy,0.95278,0.9514,0.98098,0.70476
Joy,0.92395,0.96653,0.94659,0.5323
Joy,0.93223,0.99694,0.9684,0.57462
Joy,0.88654,0.93727,0.99681,0.19693
Joy,0.80487,0.88381,0.95516,0.05289
Joy,0.9787,0.91913,0.90934,0.19284
Joy,0.87206,0.97852,0.99219,0.32862
Joy,0.96418,0.96081,0.97308,0.57519
Joy,0.93549,0.89677,0.95171,0.79016
Joy,0.98433,0.95927,0.93741,0.48846
Joy,0.96027,0.79387,0.97789,0.84914
Joy,0.98808,0.93275,0.98935,0.12806
Joy,0.8735,0.8323,0.92068,0.48875
Joy,0.94695,0.92347,0.95971,0.3069
Joy,0.88142,0.99912,0.94265,0.67407
Joy,0.84165,0.72999,0.93852,0.16455
Joy,0.93741,0.92738,0.98479,0.76637
Joy,0.95975,0.99506,0.93375,0.57901
Joy,0.99503,0.8435,0.96163,0.13667
Joy,0.96172,0.9671,0.98482,0.17577
Joy,0.98829,0.75192,0.93179,0.31792
Joy,0.84645,0.85145,0.98746,0.13021
Joy,0.84809,0.95174,0.96351,0.1648
Joy,0.95923,0.91381,0.96765,0.33315
Joy,0.97738,0.97132,0.98693,0.62053
Joy,0.84892,0.85414,0.96884,0.89023
Joy,0.98294,0.98577,0.91633,0.70112
Joy,0.94845,0.94733,0.98346,0.61589
Joy,0.817,0.98669,0.95744,0.32229
Joy,0.88936,0.95528,0.93022,0.67528
Joy,0.87903,0.99614,0.97964,0.56458
Joy,0.83965,0.94755,0.99197,0.99156
Joy,0.89593,0.90554,0.92915,0.6851
Joy,0.77948,0.99834,0.99069,0.64414
Joy,0.99804,0.82751,0.98167,0.17242
Joy,0.93974,0.96933,0.97833,0.70031
Joy,0.94938,0.90769,0.99093,0.17466
Joy,0.96255,0.872,0.9363,0.1648
Joy,0.98029,0.93799,0.98425,0.74869
Joy,0.82658,0.99117,0.97398,0.78694
Joy,0.95001,0.99939,0.97398,0.11444
Joy,0.95815,0.92991,0.98037,0.0132
Joy,0.973,0.86177,0.95084,0.16776
Joy,0.80374,0.92753,0.9746,0.08261
Joy,0.91163,0.89667,0.91728,0.06728
Joy,0.98536,0.90327,0.98406,0.42733
Joy,0.81133,0.83258,0.99338,0.0166
Joy,0.85575,0.97269,0.94734,0.63019
Joy,0.91808,0.92483,0.97403,0.04341
Joy,0.91723,0.84816,0.99666,0.95611
Joy,0.75114,0.91822,0.9446,0.40478
Joy,0.94404,0.86641,0.95038,0.75714
Joy,0.98491,0.93907,0.96921,0.48171
Joy,0.8929,0.97374,0.97625,0.85903
Joy,0.97744,0.931,0.95268,0.21377
Joy,0.9655,0.83804,0.9538,0.15524
Joy,0.98107,0.90665,0.99423,0.7813
Joy,0.77564,0.85143,0.9811,0.55403
Joy,0.99023,0.98295,0.92368,0.06907
Joy,0.84451,0.99123,0.99649,0.1447
Joy,0.93653,0.95945,0.94766,0.50047
Joy,0.9544,0.95699,0.96871,0.69568
Joy,0.91093,0.80872,0.90391,0.12354
Joy,0.95781,0.95933,0.98706,0.09049
Joy,0.78973,0.9081,0.99462,0.33904
Joy,0.87475,0.97099,0.9836,0.10189
Joy,0.92671,0.97654,0.97409,0.81769
Joy,0.94456,0.86227,0.96271,0.87175
Joy,0.93859,0.92536,0.97729,0.71211
Joy,0.83164,0.95006,0.97092,0.69792
Joy,0.88396,0.85269,0.94191,0.45728
Joy,0.98979,0.82557,0.99738,0.33053
Joy,0.90746,0.91022,0.98116,0.34734
Joy,0.91002,0.91333,0.9386,0.73657
Joy,0.91289,0.99437,0.97978,0.59057
Joy,0.92109,0.98307,0.94294,0.92093
Joy,0.91222,0.98259,0.98015,0.97748
Joy,0.94009,0.96781,0.96804,0.44961
Joy,0.94471,0.92817,0.96217,0.09428
Joy,0.98818,0.97606,0.97424,0.25108
Joy,0.99171,0.99572,0.94546,0.63478
Joy,0.99224,0.84473,0.98447,0.38683
Joy,0.90937,0.87314,0.93577,0.37528
Joy,0.99047,0.99838,0.96873,0.67845
Joy,0.96192,0.91655,0.97122,0.22507
Joy,0.96332,0.90927,0.9045,0.70531
Joy,0.94018,0.93408,0.9685,0.17936
Joy,0.8773,0.98608,0.96064,0.17836
Joy,0.97957,0.92461,0.96881,0.79328
Joy,0.99827,0.96849,0.94944,0.66059
Joy,0.91149,0.87264,0.99688,0.93456
Joy,0.8968,0.95647,0.96221,0.69511
Joy,0.95519,0.74873,0.97525,0.05779
Joy,0.85817,0.92554,0.9881,0.73338
Joy,0.91754,0.92208,0.98134,0.71482
Joy,0.94964,0.98528,0.98332,0.28823
Joy,0.97702,0.96721,0.89232,0.45925
Joy,0.83396,0.95427,0.97319,0.61058
Joy,0.99892,0.99883,0.93741,0.94174
Joy,0.98651,0.80718,0.91553,0.46597
Joy,0.81519,0.91334,0.97464,0.59626
Joy,0.93366,0.8647,0.93995,0.70646
Joy,0.9334,0.84744,0.97666,0.68588
Joy,0.86129,0.82544,0.96546,0.48703
Joy,0.90861,0.98355,0.92288,0.26991
Joy,0.94278,0.96221,0.97784,0.03315
Joy,0.88128,0.86196,0.9077,0.5295
Joy,0.85758,0.90861,0.98996,0.46068
Joy,0.87168,0.99836,0.94741,0.16981
Joy,0.98239,0.98966,0.9552,0.28996
Joy,0.85555,0.84646,0.95122,0.35403
Joy,0.98179,0.97388,0.97574,0.40651
Joy,0.96264,0.8843,0.99599,0.68871
Joy,0.96781,0.99834,0.96378,0.31485
Joy,0.98826,0.96856,0.99436,0.66451
Joy,0.98645,0.89911,0.94809,0.49258
Joy,0.96542,0.9747,0.97832,0.5102
Joy,0.99545,0.8328,0.98654,0.79435
Joy,0.87499,0.97312,0.91416,0.34955
Joy,0.88032,0.82297,0.98468,0.96517
Joy,0.80636,0.80207,0.98055,0.43707
Joy,0.96423,0.75399,0.89826,0.82418
Joy,0.79853,0.78541,0.99928,0.3401
Joy,0.92984,0.94805,0.99908,0.42062
Joy,0.88979,0.92541,0.99273,0.71475
Joy,0.79934,0.94415,0.96045,0.06294
Joy,0.99733,0.83698,0.96017,0.93956
Joy,0.89657,0.93086,0.99636,0.01892
Joy,0.97395,0.9681,0.90222,0.91188
Joy,0.94871,0.93628,0.97326,0.568
Joy,0.8538,0.99375,0.89679,0.24032
Joy,0.99995,0.92713,0.96611,0.29416
Joy,0.86579,0.99294,0.96217,0.01918
Joy,0.95619,0.96042,0.98687,0.79791
Joy,0.93793,0.96285,0.96747,0.19116
Joy,0.97607,0.94606,0.94792,0.13549
Joy,0.99071,0.99751,0.89064,0.44465
Joy,0.82565,0.91508,0.94068,0.43909
Joy,0.84809,0.88818,0.97841,0.83427
Joy,0.90426,0.98356,0.98009,0.16727
Joy,0.96447,0.96886,0.99544,0.61362
Joy,0.99083,0.99254,0.9728,0.92177
Joy,0.94818,0.93764,0.95063,0.82619
Joy,0.91529,0.90456,0.9984,0.19963
Joy,0.8829,0.99364,0.90779,0.30217
Joy,0.93231,0.98589,0.86727,0.60347
Joy,0.95148,0.92659,0.95692,0.20787
Joy,0.93784,0.78975,0.97988,0.37947
Joy,0.94115,0.92128,0.96955,0.10152
Joy,0.9591,0.92165,0.98367,0.23618
Joy,0.79205,0.91288,0.97449,0.28545
Joy,0.92674,0.87165,0.99082,0.30702
Joy,0.87569,0.8976,0.94708,0.93166
Joy,0.87129,0.95782,0.95436,0.12001
Joy,0.92259,0.87936,0.92155,0.23245
Joy,0.93511,0.79575,0.98686,0.86894
Joy,0.76908,0.94403,0.96336,0.92786
Joy,0.98848,0.99369,0.99523,0.03886
Joy,0.93855,0.92753,0.97087,0.6868
Joy,0.9011,0.96507,0.97325,0.00745
Joy,0.99073,0.92689,0.98188,0.18853
Joy,0.92457,0.91744,0.99696,0.5072
Joy,0.96209,0.94263,0.94181,0.02739
Joy,0.79774,0.94614,0.99298,0.05158
Joy,0.81146,0.87949,0.99644,0.81897
Joy,0.94947,0.77937,0.98707,0.96703
Joy,0.95626,0.93449,0.97533,0.83767
Joy,0.98027,0.84995,0.90725,0.11154
Joy,0.9114,0.90138,0.89541,0.7497
Joy,0.97208,0.98129,0.98703,0.63808
Joy,0.91087,0.96986,0.99968,0.71597
Joy,0.95278,0.75469,0.99176,0.49683
Joy,0.9518,0.99837,0.98223,0.87176
Joy,0.98676,0.95831,0.99571,0.96737
Joy,0.97156,0.98218,0.91359,0.17065
Joy,0.93809,0.98497,0.90793,0.74236
Joy,0.85586,0.89693,0.95316,0.33511
Joy,0.94112,0.88772,0.94773,0.54512
Joy,0.71688,0.91057,0.94977,0.03482
Joy,0.95257,0.96208,0.98772,0.17148
Joy,0.84573,0.95664,0.91932,0.11534
Joy,0.9169,0.80452,0.95611,0.82665
Joy,0.99624,0.85381,0.96743,0.06162
Joy,0.90267,0.89578,0.93957,0.01925
Joy,0.95629,0.78946,0.91076,0.05421
Joy,0.98639,0.88242,0.93809,0.59794
Joy,0.94521,0.98042,0.92491,0.12904
Joy,0.90252,0.98364,0.97538,0.07826
Joy,0.89889,0.98161,0.99927,0.95218
Joy,0.99044,0.94961,0.95,0.88477
Joy,0.95074,0.95059,0.85663,0.05813
Joy,0.98837,0.93473,0.95701,0.0548
Joy,0.79822,0.9297,0.92875,0.12627
Joy,0.88088,0.88513,0.95448,0.02104
Joy,0.96664,0.88282,0.98136,0.21068
Joy,0.98602,0.97361,0.95273,0.76068
Joy,0.91785,0.91406,0.9727,0.27375
Joy,0.96547,0.86348,0.93862,0.85532
Joy,0.88466,0.94558,0.9224,0.73271
Joy,0.93458,0.81354,0.98065,0.30754
Joy,0.98257,0.92447,0.95579,0.28234
Joy,0.98325,0.98673,0.92815,0.16789
Joy,0.94965,0.95203,0.98659,0.06365
Joy,0.93057,0.99454,0.97624,0.50467
Joy,0.9044,0.87658,0.96801,0.70578
Joy,0.92567,0.97488,0.93489,0.23741
Joy,0.80415,0.86655,0.96491,0.94301
Joy,0.92611,0.95571,0.86115,0.13002
Joy,0.9233,0.95663,0.99987,0.44898
Joy,0.98906,0.99409,0.99018,0.09311
Joy,0.90797,0.92985,0.97498,0.03127
Joy,0.99992,0.96162,0.99996,0.05537
Joy,0.81948,0.96651,0.93389,0.46817
Joy,0.95031,0.83272,0.96828,0.78496
Joy,0.92844,0.99295,0.92279,0.70286
Pride,0.29014,0.99687,0.95129,0.86527
Pride,0.47731,0.93157,0.85764,0.24522
Pride,0.60589,0.88823,0.87562,0.1502
Pride,0.50273,0.9484,0.9466,0.35075
Pride,0.26132,0.88719,0.88047,0.47579
Pride,0.60524,0.83415,0.97414,0.17456
Pride,0.41241,0.90555,0.92705,0.77997
Pride,0.09829,0.98679,0.93958,0.57604
Pride,0.98547,0.87374,0.96234,0.82128
Pride,0.50774,0.9625,0.927,0.44939
Pride,0.03206,0.99439,0.93931,0.50316
Pride,0.54158,0.92455,0.96443,0.52038
Pride,0.00939,0.80445,0.99845,0.2653
Pride,0.30664,0.90728,0.85507,0.57346
Pride,0.18929,0.96729,0.86564,0.44709
Pride,0.59602,0.96757,0.88922,0.96602
Pride,0.79528,0.93478,0.98451,0.15067
Pride,0.40639,0.99078,0.97856,0.3728
Pride,0.59853,0.93624,0.76055,0.30542
Pride,0.28151,0.95657,0.88753,0.74943
Pride,0.12976,0.99084,0.92134,0.68287
Pride,0.7194,0.83923,0.93894,0.07936
Pride,0.4402,0.96834,0.9713,0.31794
Pride,0.64452,0.97152,0.97642,0.65853
Pride,0.94291,0.98592,0.89487,0.62881
Pride,0.35098,0.99049,0.7352,0.41722
Pride,0.30723,0.9718,0.93704,0.16563
Pride,0.84774,0.94862,0.99409,0.11955
Pride,0.9917,0.88977,0.88849,0.90888
Pride,0.15611,0.84441,0.97622,0.54175
Pride,0.28941,0.89883,0.94624,0.84241
Pride,0.40222,0.79107,0.85166,0.36157
Pride,0.9646,0.96982,0.94652,0.03023
Pride,0.34913,0.91758,0.81004,0.02059
Pride,0.45026,0.94071,0.87593,0.44195
Pride,0.12101,0.81114,0.9403,0.74129
Pride,0.11136,0.79681,0.99276,0.59295
Pride,0.67646,0.95071,0.866,0.58476
Pride,0.434,0.95481,0.95991,0.23966
Pride,0.69222,0.95863,0.96139,0.74781
Pride,0.55491,0.88162,0.9466,0.49353
Pride,0.94711,0.90719,0.92518,0.02331
Pride,0.62472,0.90479,0.85578,0.13787
Pride,0.91658,0.96628,0.92433,0.41471
Pride,0.98623,0.93775,0.95769,0.7383
Pride,0.92728,0.96982,0.84732,0.90835
Pride,0.88054,0.96,0.8849,0.26769
Pride,0.76034,0.92308,0.96889,0.20742
Pride,0.90464,0.97361,0.84222,0.06269
Pride,0.01544,0.98093,0.9661,0.77262
Pride,0.12325,0.99762,0.92694,0.67139
Pride,0.52419,0.97779,0.97902,0.69474
Pride,0.8481,0.96665,0.89049,0.90777
Pride,0.97348,0.91112,0.95108,0.38293
Pride,0.62555,0.97618,0.80165,0.95678
Pride,0.09822,0.91894,0.9717,0.07197
Pride,0.93041,0.9085,0.99408,0.1529
Pride,0.21607,0.99172,0.9601,0.85371
Pride,0.2549,0.96664,0.92765,0.44797
Pride,0.90082,0.8663,0.95539,0.16669
Pride,0.01043,0.98539,0.81768,0.0739
Pride,0.13861,0.96299,0.81619,0.6325
Pride,0.0138,0.89593,0.89274,0.7936
Pride,0.76574,0.86739,0.80196,0.49365
Pride,0.11263,0.91058,0.91591,0.50126
Pride,0.55558,0.91474,0.95339,0.64065
Pride,0.57749,0.97761,0.9815,0.30302
Pride,0.93558,0.94727,0.96338,0.94656
Pride,0.37658,0.91058,0.87134,0.98666
Pride,0.79654,0.94039,0.81916,0.96507
Pride,0.17652,0.99696,0.99496,0.2477
Pride,0.71563,0.86326,0.90623,0.55866
Pride,0.53628,0.95404,0.88532,0.41833
Pride,0.59549,0.99713,0.94196,0.39285
Pride,0.47553,0.86121,0.97508,0.54948
Pride,0.2072,0.902,0.99109,0.6195
Pride,0.40354,0.91908,0.9707,0.18974
Pride,0.16764,0.9773,0.93773,0.45006
Pride,0.45902,0.90691,0.81488,0.32872
Pride,0.93892,0.80804,0.93587,0.00124
Pride,0.63641,0.85976,0.96128,0.41626
Pride,0.454,0.98516,0.97763,0.82445
Pride,0.25429,0.96534,0.97549,0.14084
Pride,0.936,0.84386,0.88149,0.33199
Pride,0.52942,0.89557,0.83788,0.52853
Pride,0.66849,0.90562,0.99966,0.10846
Pride,0.59595,0.79784,0.98241,0.81872
Pride,0.76952,0.93845,0.93565,0.51564
Pride,0.5391,0.99578,0.95344,0.28777
Pride,0.35208,0.91028,0.89014,0.8943
Pride,0.12498,0.87386,0.95707,0.62099
Pride,0.95273,0.86447,0.97037,0.56672
Pride,0.05021,0.99774,0.88795,0.96448
Pride,0.78171,0.99051,0.87041,0.57333
Pride,0.04468,0.89233,0.82505,0.99563
Pride,0.78764,0.8581,0.98564,0.07609
Pride,0.18522,0.83283,0.825,0.27387
Pride,0.90621,0.92897,0.85113,0.03399
Pride,0.08961,0.91493,0.83533,0.68844
Pride,0.27765,0.92383,0.92206,0.37584
Pride,0.64929,0.812,0.97162,0.24777
Pride,0.07636,0.85945,0.93163,0.21205
Pride,0.03077,0.95089,0.91831,0.79839
Pride,0.94344,0.92735,0.99907,0.04451
Pride,0.68647,0.96113,0.97909,0.22141
Pride,0.30296,0.99683,0.95523,0.70816
Pride,0.13018,0.89096,0.99385,0.92824
Pride,0.93501,0.94349,0.98685,0.70474
Pride,0.14399,0.93482,0.93869,0.42928
Pride,0.84111,0.89419,0.98967,0.9675
Pride,0.99975,0.92526,0.97369,0.68853
Pride,0.31868,0.9698,0.815,0.96588
Pride,0.27696,0.91264,0.99384,0.1942
Pride,0.02924,0.94904,0.82525,0.27741
